                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     500                                     2384                  5.0000000000000000E+000                  1.4200000000000001E-002                  8.7179248400170475E+007                  1.3158408268442194E+005                  1.3708964173253198E+004                  9.2203267435102123E+002                  5.3422198803875975E+000                 -4.5626898329521497E+000                  3.2547045381049777E-001                  5.4846867223141561E-008                  6.6061811211312715E-001                  8.1368882519263449E-005                  8.4386370059117300E-003                  5.4740917191176033E-004                  1.3255474742219866E-003                  4.9782540324290556E+000                 -5.4377299626252575E-010                  2.9739894729355822E+000                  1.6544102082307471E-004                  1.9335166524435201E+000                  6.2127642564689016E-003                  1.9161799713095326E-002                  2.1093417901470377E-002                  6.5989120587217447E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9782540305666751E+000                  5.3104911267951751E+000                  4.9782540166364075E+000                  5.2649152283338836E+000                  5.5386148790608837E+004                  1.1848597479923745E+005                  5.3992165038327225E+007                  9.2358332055176061E+002                  9.2358332055176129E+002                  1.0643664523995835E-031                  6.3473549173967548E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.7511678493132200E+015                                  "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-macos-21.2.1"                                 "CRMATH"                               "20211217" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       dm                                   radius                                    omega                                    i_rot                                    j_rot                       w_div_w_crit_roche                                   fp_rot                                   ft_rot 
                                       1                  4.9782540324290556E+000                  7.2772175917651660E-001                  4.1378266076388117E+000                 -9.5370025936331970E+000                  2.7676933261511092E+000                  7.1549999997125491E-001                  2.7030000002874827E-001                  1.4199999999996882E-002                  5.9392856741541912E+021                  5.3422198803875975E+000                  8.6208813906512227E-005                  1.2955289657289235E+023                  1.1168601551702102E+019                  7.7737669944763210E-001                  5.5819158067770058E-001                  7.8805633667342379E-001 
                                       2                  4.9782540324260687E+000                  7.2770799023290000E-001                  4.1392062068023527E+000                 -9.5276362850078566E+000                  2.7777276121286913E+000                  7.1549999997125491E-001                  2.7030000002874827E-001                  1.4199999999996882E-002                  1.1878571348308372E+022                  5.3420505124555362E+000                  8.6208813906512227E-005                  1.2954174101662511E+023                  1.1167639844427835E+019                  7.7735266685485871E-001                  5.5822079658080526E-001                  7.8808503419842590E-001 
                                       3                  4.9782540324200939E+000                  7.2768103609830237E-001                  4.1408770417643703E+000                 -9.5165376103792880E+000                  2.7896891775283681E+000                  7.1549999997125491E-001                  2.7030000002874827E-001                  1.4199999999996882E-002                  9.8988094569236513E+021                  5.3417189727139309E+000                  8.6208813906512227E-005                  1.2951978143787212E+023                  1.1165746735189654E+019                  7.7730460166931192E-001                  5.5827922446030687E-001                  7.8814241940818541E-001 
                                       4                  4.9782540324151165E+000                  7.2765913737725330E-001                  4.1424062753523732E+000                 -9.5066161951586672E+000                  2.8004512157572403E+000                  7.1549999997125491E-001                  2.7030000002874827E-001                  1.4199999999996882E-002                  1.0208147252452375E+022                  5.3414496304371362E+000                  8.6208813906512227E-005                  1.2950189089097368E+023                  1.1164204412361400E+019                  7.7726511955261257E-001                  5.5832721487388526E-001                  7.8818954744574254E-001 
                                       5                  4.9782540324099820E+000                  7.2763706102777770E-001                  4.1447121079361890E+000                 -9.4920683044392824E+000                  2.8163512440628558E+000                  7.1549999997125491E-001                  2.7030000002874827E-001                  1.4199999999996882E-002                  2.0416294504904880E+022                  5.3411781171745343E+000                  8.6208813906512227E-005                  1.2948389731615053E+023                  1.1162653207617960E+019                  7.7722563743591322E-001                  5.5837520175607058E-001                  7.8823666663394765E-001 
                                       6                  4.9782540323997146E+000                  7.2759435329266897E-001                  4.1469784633669855E+000                 -9.4781246602265092E+000                  2.8316980955372828E+000                  7.1549999997125491E-001                  2.7030000002874827E-001                  1.4199999999996882E-002                  1.0208147252452507E+022                  5.3406529011883190E+000                  8.6208813906512227E-005                  1.2944909505071040E+023                  1.1159652945593106E+019                  7.7714924812316921E-001                  5.5846803591766436E-001                  7.8832780690228044E-001 
                                       7                  4.9782540323945810E+000                  7.2757366960415892E-001                  4.1491962573287315E+000                 -9.4648970747259451E+000                  2.8463777728084061E+000                  7.1549999997125491E-001                  2.7030000002874827E-001                  1.4199999999996882E-002                  2.0106956709376010E+022                  5.3403985535619807E+000                  8.6208813906512227E-005                  1.2943225481426367E+023                  1.1158201168783129E+019                  7.7711234092712433E-001                  5.5851288364368334E-001                  7.8837182910176440E-001 
                                       8                  4.9782540323844691E+000                  7.2753414294264651E-001                  4.1518062734004264E+000                 -9.4497045956977406E+000                  2.8633569179659841E+000                  7.1549999997125491E-001                  2.7030000002874827E-001                  1.4199999999996882E-002                  1.6240234265265327E+022                  5.3399125273076296E+000                  8.6208813906512227E-005                  1.2940009829417372E+023                  1.1155428993326813E+019                  7.7704195976257329E-001                  5.5859839866763639E-001                  7.8845575699663806E-001 
                                       9                  4.9782540323763014E+000                  7.2750330757392789E-001                  4.1535280984195939E+000                 -9.4399078564563261E+000                  2.8743804136495483E+000                  7.1549999997125491E-001                  2.7030000002874827E-001                  1.4199999999996882E-002                  8.1201171326327031E+021                  5.3395334013153564E+000                  8.6208813906512227E-005                  1.2937501576181352E+023                  1.1153266657962269E+019                  7.7698702812194842E-001                  5.5866513431176168E-001                  7.8852124217752517E-001 
