                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     360                                     1633                  3.2000000000000000E+001                  7.1000000000000065E-003                  2.6329331537338886E+006                  3.1522546921467811E+003                  3.9124554012196080E+004                  1.7314045533793609E+005                  9.0563591805671013E+000                 -6.6232218500623024E+000                  5.2727221687229331E-001                  9.7123747894603838E-009                  4.6583322979894681E-001                  6.6262340886896846E-005                  4.4974226134488820E-003                  1.4326124218809491E-004                  7.4018367047561930E-004                  3.1294144628203529E+001                 -3.7994454730852569E-007                  1.8950183012952451E+001                  2.5515743598722150E-005                  1.2125732343475040E+001                  1.3699617665550251E-002                  9.6501296793663247E-002                  3.9543851527797921E-002                  2.3163414835298442E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1294144607053230E+001                  8.9989944889926239E+000                  3.1294144397719954E+001                  8.9149173530579979E+000                  4.8759132646215250E+004                  1.4708042802260532E+004                  1.8074426665404984E+006                  1.7338569038542788E+005                  1.7338569038542785E+005                  1.8897365098990344E-025                  1.1809667280761787E+004                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.3089051292272562E+013                                  "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-macos-21.2.1"                                 "CRMATH"                               "20211109" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       dm                                   radius                                    omega                                    i_rot                                    j_rot                       w_div_w_crit_roche                                   fp_rot                                   ft_rot 
                                       1                  3.1294144628203529E+001                  9.5695363856205473E-001                  4.5926972869341709E+000                 -9.2065409085064633E+000                  3.9660043089787096E+000                  7.3439999900524677E-001                  2.5850000099475290E-001                  7.1000000000003283E-003                  2.4890234429508782E+022                  9.0563591805671013E+000                  4.8733967217720936E-005                  2.8609779602602148E+023                  1.3942680612594342E+019                  3.7906908988952642E-001                  9.0132313434465683E-001                  9.9001459611794196E-001 
                                       2                  3.1294144628191010E+001                  9.5694810473327252E-001                  4.5933618132328782E+000                 -9.2028592383422581E+000                  3.9692841594319526E+000                  7.3439999900524677E-001                  2.5850000099475290E-001                  7.1000000000003283E-003                  4.9275730079729137E+022                  9.0562437841623780E+000                  4.8733967217720936E-005                  2.8608968409211969E+023                  1.3942285285873500E+019                  3.7906222343444834E-001                  9.0132681288100158E-001                  9.9001535656088502E-001 
                                       3                  3.1294144628166229E+001                  9.5693724115934342E-001                  4.5942406215364144E+000                 -9.1980428022149034E+000                  3.9736048977085439E+000                  7.3439999900524677E-001                  2.5850000099475290E-001                  7.1000000000003283E-003                  4.9275730079729263E+022                  9.0560172513661161E+000                  4.8733967217720855E-005                  2.8607383244502442E+023                  1.3941512772223588E+019                  3.7904934883117686E-001                  9.0133370993843454E-001                  9.9001678227101741E-001 
                                       4                  3.1294144628141449E+001                  9.5692649659773876E-001                  4.5957405208329281E+000                 -9.1899888313407558E+000                  3.9809243915955581E+000                  7.3439999900524677E-001                  2.5850000099475290E-001                  7.1000000000003283E-003                  1.1990983952655766E+023                  9.0557932058493904E+000                  4.8733967217720692E-005                  2.8605813851188903E+023                  1.3940747944600605E+019                  3.7903647422790537E-001                  9.0134060673732819E-001                  9.9001820782413408E-001 
                                       5                  3.1294144628081145E+001                  9.5690082747044425E-001                  4.5978413521643970E+000                 -9.1789584459290428E+000                  3.9910953753554632E+000                  7.3439999900524677E-001                  2.5850000099475290E-001                  7.1000000000003283E-003                  1.1990983952655755E+023                  9.0552579758413447E+000                  4.8733967217720571E-005                  2.8602073458931381E+023                  1.3938925103063976E+019                  3.7900643348693863E-001                  9.0135669826266207E-001                  9.9002153350419231E-001 
                                       6                  3.1294144628020838E+001                  9.5687579770576203E-001                  4.5997947540943658E+000                 -9.1689705359753244E+000                  4.0004636353037828E+000                  7.3439999900524688E-001                  2.5850000099475290E-001                  7.1000000000002172E-003                  1.0595116417024191E+023                  9.0547361077206681E+000                  4.8733967217720340E-005                  2.8598428046868039E+023                  1.3937148549144009E+019                  3.7897725105285657E-001                  9.0137232868231165E-001                  9.9002476334645628E-001 
                                       7                  3.1294144627967555E+001                  9.5685418098872288E-001                  4.6016059237456854E+000                 -9.1599323550930087E+000                  4.0090747257802732E+000                  7.3439999900524688E-001                  2.5850000099475290E-001                  7.1000000000002172E-003                  1.0595116417024191E+023                  9.0542854255101286E+000                  4.8733967217720028E-005                  2.8595273593893857E+023                  1.3935611259065584E+019                  3.7895150184631360E-001                  9.0138611912600508E-001                  9.9002761253763072E-001 
                                       8                  3.1294144627914271E+001                  9.5683300636293567E-001                  4.6033957174783193E+000                 -9.1511889499671977E+000                  4.0175201465316865E+000                  7.3439999900524677E-001                  2.5850000099475290E-001                  7.1000000000003283E-003                  1.0595116417024232E+023                  9.0538439821119123E+000                  4.8733967217719635E-005                  2.8592198228003492E+023                  1.3934112511260635E+019                  3.7892746925354015E-001                  9.0139898927379736E-001                  9.9003027121640719E-001 
                                       9                  3.1294144627860984E+001                  9.5681225076572074E-001                  4.6051640890329582E+000                 -9.1427197507138391E+000                  4.0258061490369874E+000                  7.3439999900524677E-001                  2.5850000099475290E-001                  7.1000000000003283E-003                  1.0595116417024232E+023                  9.0534112954064643E+000                  4.8733967217719154E-005                  2.8589168129203467E+023                  1.3932635823904631E+019                  3.7890257835388197E-001                  9.0141231812008882E-001                  9.9003302427165041E-001 
