                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                      60                                     1649                  3.2000000000000000E+001                  7.1000000000000065E-003                  4.6446487501157617E+003                  1.2849976630971827E+002                  4.0792249487144618E+004                  1.4295608851956439E+005                  7.5700575119804991E+000                 -6.4827020470827081E+000                  7.3417304062930089E-001                  6.2797895640981562E-008                  2.5853044008658155E-001                  4.0002074738525536E-005                  1.7453064789371927E-003                  3.3235505126849745E-003                  7.4018367047561963E-004                  3.1999082491921939E+001                 -2.2413536314473944E-007                  2.3495771907876165E+001                  1.2687308708173332E-006                  8.2723077334413748E+000                  1.6218269359433060E-002                  3.8340631324549519E-002                  1.0644157089227514E-001                  2.3685198330722908E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1999082478568408E+001                  7.5348647125384547E+000                  3.1999082348573150E+001                  7.4839424217415909E+000                  3.6849963485436834E+004                  2.2281997670259523E+004                  2.2383854247343005E+006                  4.9682344860307137E+004                  4.9682344860307130E+004                  1.4563808331963877E-027                  3.4183909161903739E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4657396739665317E+011                                  "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-macos-21.2.1"                                 "CRMATH"                               "20211109" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       dm                                   radius                                    omega                                    i_rot                                    j_rot                       w_div_w_crit_roche                                   fp_rot                                   ft_rot 
                                       1                  3.1999082491921939E+001                  8.7909917897707335E-001                  4.6109650756958676E+000                 -9.0666464668787388E+000                  4.0719221631127329E+000                  7.3439999999999961E-001                  2.5850000000000067E-001                  7.0999999999996621E-003                  2.5450916592087428E+022                  7.5700575119804991E+000                  4.8481460180633087E-005                  1.9349941658174834E+023                  9.3811342599837655E+018                  2.9038710594177242E-001                  9.4280401405327807E-001                  9.9672391827621576E-001 
                                       2                  3.1999082491909142E+001                  8.7909215842401789E-001                  4.6120507151965606E+000                 -9.0599919821747630E+000                  4.0776651924638481E+000                  7.3439999999999961E-001                  2.5850000000000067E-001                  7.0999999999996621E-003                  5.0385724562986771E+022                  7.5699351398043646E+000                  4.8481460178086662E-005                  1.9349268825087924E+023                  9.3808080601859379E+018                  2.9037938117980960E-001                  9.4280711152949515E-001                  9.9672428070670616E-001 
                                       3                  3.1999082491883797E+001                  8.7907847004617012E-001                  4.6134828224264011E+000                 -9.0513812449249436E+000                  4.0851818450690498E+000                  7.3439999999999961E-001                  2.5850000000000067E-001                  7.0999999999996621E-003                  5.0385724562986838E+022                  7.5696965493920336E+000                  4.8481460173276850E-005                  1.9347959909841248E+023                  9.3801734780312556E+018                  2.9036478996276854E-001                  9.4281296207730736E-001                  9.9672496521345910E-001 
                                       4                  3.1999082491858463E+001                  8.7906504913779748E-001                  4.6159190021460637E+000                 -9.0372161425160247E+000                  4.0977916271100288E+000                  7.3439999999999961E-001                  2.5850000000000067E-001                  7.0999999999996621E-003                  1.2261095141566371E+023                  7.5694626283124284E+000                  4.8481460168749973E-005                  1.9346680165839239E+023                  9.3795530385768018E+018                  2.9035105705261227E-001                  9.4281846818784032E-001                  9.9672560935456778E-001 
                                       5                  3.1999082491796802E+001                  8.7903343319640970E-001                  4.6184631088296166E+000                 -9.0228433349337749E+000                  4.1108114882989018E+000                  7.3439999999999961E-001                  2.5850000000000067E-001                  7.0999999999996621E-003                  6.1305475707831849E+022                  7.5689116036365967E+000                  4.8481460157715743E-005                  1.9343658929747759E+023                  9.3780882970700841E+018                  2.9031758308410643E-001                  9.4283188816468388E-001                  9.9672717904013597E-001 
                                       6                  3.1999082491765968E+001                  8.7901813734405476E-001                  4.6201401930970203E+000                 -9.0136708603931535E+000                  4.1192807159020619E+000                  7.3439999999999972E-001                  2.5850000000000067E-001                  7.0999999999996621E-003                  6.1305475707831748E+022                  7.5686450312520437E+000                  4.8481460152623076E-005                  1.9342201982947757E+023                  9.3773819470026875E+018                  2.9030213356018064E-001                  9.4283808144167813E-001                  9.9672790331509065E-001 
                                       7                  3.1999082491735138E+001                  8.7900315959262509E-001                  4.6224345161625831E+000                 -9.0014710065314532E+000                  4.1307344357865272E+000                  7.3439999999999972E-001                  2.5850000000000067E-001                  7.0999999999996621E-003                  1.0833784027901555E+023                  7.5683840117505143E+000                  4.8481460147530456E-005                  1.9340773483558233E+023                  9.3766893886554235E+018                  2.9028668403625491E-001                  9.4284427436595863E-001                  9.9672862746671431E-001 
                                       8                  3.1999082491680653E+001                  8.7897742076589513E-001                  4.6253117929042196E+000                 -8.9865890526287409E+000                  4.1449410443797641E+000                  7.3439999999999961E-001                  2.5850000000000067E-001                  7.0999999999996621E-003                  1.0833784027901535E+023                  7.5679354784156381E+000                  4.8481460138476975E-005                  1.9338313309792454E+023                  9.3754966587408159E+018                  2.9025921821594242E-001                  9.4285528313823530E-001                  9.9672991454290261E-001 
                                       9                  3.1999082491626169E+001                  8.7895254464178840E-001                  4.6281340476039201E+000                 -8.9724439016817925E+000                  4.1587008463084807E+000                  7.3439999999999961E-001                  2.5850000000000067E-001                  7.0999999999996621E-003                  1.0833784027901535E+023                  7.5675020040833481E+000                  4.8481460129989380E-005                  1.9335940770494648E+023                  9.3743464154057236E+018                  2.9023346900939945E-001                  9.4286560284985188E-001                  9.9673112082293924E-001 
